PassengerId,SibSp,Parch,Ticket,Fare,Cabin,Embarked
648,0,0,13213,35.5,A26,C
649,0,0,S.O./P.P. 751,7.55,,S
650,0,0,CA. 2314,7.55,,S
652,0,1,231919,23.0,,S
654,0,0,330919,7.8292,,Q
655,0,0,365226,6.75,,Q
656,2,0,S.O.C. 14879,73.5,,S
658,1,1,364849,15.5,,Q
659,0,0,29751,13.0,,S
660,0,2,35273,113.275,D48,C
661,2,0,PC 17611,133.65,,S
662,0,0,2623,7.225,,C
664,0,0,349210,7.4958,,S
665,1,0,STON/O 2. 3101285,7.925,,S
666,2,0,S.O.C. 14879,73.5,,S
667,0,0,234686,13.0,,S
668,0,0,312993,7.775,,S
669,0,0,A/5 3536,8.05,,S
670,1,0,19996,52.0,C126,S
671,1,1,29750,39.0,,S
672,1,0,F.C. 12750,52.0,B71,S
673,0,0,C.A. 24580,10.5,,S
674,0,0,244270,13.0,,S
675,0,0,239856,0.0,,S
676,0,0,349912,7.775,,S
677,0,0,342826,8.05,,S
678,0,0,4138,9.8417,,S
680,0,1,PC 17755,512.3292,B51 B53 B55,C
681,0,0,330935,8.1375,,Q
682,0,0,PC 17572,76.7292,D49,C
684,5,2,CA 2144,46.9,,S
685,1,1,29750,39.0,,S
686,1,2,SC/Paris 2123,41.5792,,C
687,4,1,3101295,39.6875,,S
688,0,0,349228,10.1708,,S
689,0,0,350036,7.7958,,S
690,0,1,24160,211.3375,B5,S
691,1,0,17474,57.0,B20,S
692,0,1,349256,13.4167,,C
693,0,0,1601,56.4958,,S
694,0,0,2672,7.225,,C
695,0,0,113800,26.55,,S
697,0,0,363592,8.05,,S
698,0,0,35852,7.7333,,Q
699,1,1,17421,110.8833,C68,C
701,1,0,PC 17757,227.525,C62 C64,C
702,0,0,PC 17475,26.2875,E24,S
704,0,0,36864,7.7417,,Q
706,0,0,250655,26.0,,S
708,0,0,PC 17476,26.2875,E24,S
709,0,0,113781,151.55,,S
712,0,0,113028,26.55,C124,S
713,1,0,19996,52.0,C126,S
714,0,0,7545,9.4833,,S
715,0,0,250647,13.0,,S
716,0,0,348124,7.65,F G73,S
718,0,0,34218,10.5,E101,S
721,0,1,248727,33.0,,S
722,1,0,350048,7.0542,,S
723,0,0,12233,13.0,,S
724,0,0,250643,13.0,,S
726,0,0,315094,8.6625,,S
727,3,0,31027,21.0,,S
729,1,0,236853,26.0,,S
730,1,0,STON/O2. 3101271,7.925,,S
732,0,0,2699,18.7875,,C
733,0,0,239855,0.0,,S
734,0,0,28425,13.0,,S
735,0,0,233639,13.0,,S
736,0,0,54636,16.1,,S
739,0,0,349201,7.8958,,S
740,0,0,349218,7.8958,,S
741,0,0,16988,30.0,D45,S
742,1,0,19877,78.85,C46,S
743,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,1,0,376566,16.1,,S
745,0,0,STON/O 2. 3101288,7.925,,S
746,1,1,WE/P 5735,71.0,B22,S
747,1,1,C.A. 2673,20.25,,S
748,0,0,250648,13.0,,S
749,1,0,113773,53.1,D30,S
750,0,0,335097,7.75,,Q
753,0,0,345780,9.5,,S
754,0,0,349204,7.8958,,S
755,1,2,220845,65.0,,S
756,1,1,250649,14.5,,S
757,0,0,350042,7.7958,,S
760,0,0,110152,86.5,B77,S
761,0,0,358585,14.5,,S
762,0,0,SOTON/O2 3101272,7.125,,S
763,0,0,2663,7.2292,,C
764,1,2,113760,120.0,B96 B98,S
765,0,0,347074,7.775,,S
766,1,0,13502,77.9583,D11,S
767,0,0,112379,39.6,,C
768,0,0,364850,7.75,,Q
770,0,0,8471,8.3625,,S
771,0,0,345781,9.5,,S
772,0,0,350047,7.8542,,S
773,0,0,S.O./P.P. 3,10.5,E77,S
774,0,0,2674,7.225,,C
775,1,3,29105,23.0,,S
776,0,0,347078,7.75,,S
777,0,0,383121,7.75,F38,Q
780,0,1,24160,211.3375,B3,S
781,0,0,2687,7.2292,,C
782,1,0,17474,57.0,B20,S
783,0,0,113501,30.0,D6,S
785,0,0,SOTON/O.Q. 3101312,7.05,,S
786,0,0,374887,7.25,,S
787,0,0,3101265,7.4958,,S
788,4,1,382652,29.125,,Q
789,1,2,C.A. 2315,20.575,,S
791,0,0,12460,7.75,,Q
793,8,2,CA. 2343,69.55,,S
794,0,0,PC 17600,30.6958,,C
796,0,0,28213,13.0,,S
797,0,0,17465,25.9292,D17,S
798,0,0,349244,8.6833,,S
799,0,0,2685,7.2292,,C
800,1,1,345773,24.15,,S
803,1,2,113760,120.0,B96 B98,S
805,0,0,347089,6.975,,S
807,0,0,112050,0.0,A36,S
809,0,0,248723,13.0,,S
810,1,0,113806,53.1,E8,S
811,0,0,3474,7.8875,,S
813,0,0,28206,10.5,,S
814,4,2,347082,31.275,,S
815,0,0,364499,8.05,,S
816,0,0,112058,0.0,B102,S
818,1,1,S.C./PARIS 2079,37.0042,,C
821,1,1,12749,93.5,B69,S
823,0,0,19972,0.0,,S
824,0,1,392096,12.475,E121,S
825,4,1,3101295,39.6875,,S
826,0,0,368323,6.95,,Q
827,0,0,1601,56.4958,,S
828,0,2,S.C./PARIS 2079,37.0042,,C
829,0,0,367228,7.75,,Q
830,0,0,113572,80.0,B28,
831,1,0,2659,14.4542,,C
832,1,1,29106,18.75,,S
834,0,0,347468,7.8542,,S
835,0,0,2223,8.3,,S
836,1,1,PC 17756,83.1583,E49,C
837,0,0,315097,8.6625,,S
838,0,0,392092,8.05,,S
840,0,0,11774,29.7,C47,C
841,0,0,SOTON/O2 3101287,7.925,,S
842,0,0,S.O./P.P. 3,10.5,,S
843,0,0,113798,31.0,,C
844,0,0,2683,6.4375,,C
846,0,0,C.A. 5547,7.55,,S
847,8,2,CA. 2343,69.55,,S
849,0,1,248727,33.0,,S
851,4,2,347082,31.275,,S
852,0,0,347060,7.775,,S
853,1,1,2678,15.2458,,C
854,0,1,PC 17592,39.4,D28,S
855,1,0,244252,26.0,,S
856,0,1,392091,9.35,,S
857,1,1,36928,164.8667,,S
858,0,0,113055,26.55,E17,S
859,0,3,2666,19.2583,,C
861,2,0,350026,14.1083,,S
862,1,0,28134,11.5,,S
863,0,0,17466,25.9292,D17,S
865,0,0,233866,13.0,,S
866,0,0,236852,13.0,,S
867,1,0,SC/PARIS 2149,13.8583,,C
868,0,0,PC 17590,50.4958,A24,S
869,0,0,345777,9.5,,S
870,1,1,347742,11.1333,,S
871,0,0,349248,7.8958,,S
872,1,1,11751,52.5542,D35,S
873,0,0,695,5.0,B51 B53 B55,S
874,0,0,345765,9.0,,S
875,1,0,P/PP 3381,24.0,,C
876,0,0,2667,7.225,,C
877,0,0,7534,9.8458,,S
878,0,0,349212,7.8958,,S
879,0,0,349217,7.8958,,S
880,0,1,11767,83.1583,C50,C
883,0,0,7552,10.5167,,S
884,0,0,C.A./SOTON 34068,10.5,,S
885,0,0,SOTON/OQ 392076,7.05,,S
886,0,5,382652,29.125,,Q
887,0,0,211536,13.0,,S
888,0,0,112053,30.0,B42,S
889,1,2,W./C. 6607,23.45,,S
890,0,0,111369,30.0,C148,C
891,0,0,370376,7.75,,Q
893,1,0,363272,7.0,,S
894,0,0,240276,9.6875,,Q
896,1,1,3101298,12.2875,,S
897,0,0,7538,9.225,,S
898,0,0,330972,7.6292,,Q
899,1,1,248738,29.0,,S
900,0,0,2657,7.2292,,C
901,2,0,A/4 48871,24.15,,S
902,0,0,349220,7.8958,,S
904,1,0,21228,82.2667,B45,S
905,1,0,24065,26.0,,S
906,1,0,W.E.P. 5734,61.175,E31,S
907,1,0,SC/PARIS 2167,27.7208,,C
908,0,0,233734,12.35,,Q
909,0,0,2692,7.225,,C
910,1,0,STON/O2. 3101270,7.925,,S
911,0,0,2696,7.225,,C
912,1,0,PC 17603,59.4,,C
913,0,1,C 17368,3.1708,,S
914,0,0,PC 17598,31.6833,,S
915,0,1,PC 17597,61.3792,,C
916,1,3,PC 17608,262.375,B57 B59 B63 B66,C
918,0,1,113509,61.9792,B36,C
919,0,0,2698,7.225,,C
921,2,0,2662,21.6792,,C
923,2,0,C.A. 31029,31.5,,S
924,1,2,C.A. 2315,20.575,,S
926,1,0,13236,57.75,C78,C
927,0,0,2682,7.2292,,C
928,0,0,342712,8.05,,S
929,0,0,315087,8.6625,,S
930,0,0,345768,9.5,,S
931,0,0,1601,56.4958,,S
933,0,0,113778,26.55,D34,S
934,0,0,SOTON/O.Q. 3101263,7.85,,S
935,0,0,237249,13.0,,S
936,1,0,11753,52.5542,D19,S
937,0,0,STON/O 2. 3101291,7.925,,S
938,0,0,PC 17594,29.7,A9,C
939,0,0,370374,7.75,,Q
941,0,2,C.A. 37671,15.9,,S
942,1,0,13695,60.0,C31,S
944,2,1,29105,23.0,,S
945,3,2,19950,263.0,C23 C25 C27,S
946,0,0,SC/A.3 2861,15.5792,,C
948,0,0,349230,7.8958,,S
949,0,0,348122,7.65,F G63,S
950,1,0,386525,16.1,,S
951,0,0,PC 17608,262.375,B61,C
952,0,0,349232,7.8958,,S
953,0,0,237216,13.5,,S
954,0,0,347090,7.75,,S
955,0,0,334914,7.725,,Q
956,2,2,PC 17608,262.375,B57 B59 B63 B66,C
957,0,0,F.C.C. 13534,21.0,,S
958,0,0,330963,7.8792,,Q
959,0,0,113796,42.4,,S
961,1,4,19950,263.0,C23 C25 C27,S
962,0,0,382653,7.75,,Q
964,0,0,3101297,7.925,,S
966,0,0,113503,211.5,C130,C
968,0,0,359306,8.05,,S
969,2,0,11770,25.7,C101,S
970,0,0,248744,13.0,,S
971,0,0,368702,7.75,,Q
972,1,1,2678,15.2458,,C
973,1,0,PC 17483,221.7792,C55 C57,S
974,0,0,19924,26.0,,S
975,0,0,349238,7.8958,,S
976,0,0,240261,10.7083,,Q
977,1,0,2660,14.4542,,C
978,0,0,330844,7.8792,,Q
979,0,0,A/4 31416,8.05,,S
980,0,0,364856,7.75,,Q
981,1,1,29103,23.0,,S
982,1,0,347072,13.9,,S
983,0,0,345498,7.775,,S
984,1,2,F.C. 12750,52.0,B71,S
986,0,0,13905,26.0,,C
987,0,0,350033,7.7958,,S
988,1,0,19877,78.85,C46,S
989,0,0,STON/O 2. 3101268,7.925,,S
990,0,0,347471,7.8542,,S
991,0,0,A./5. 3338,8.05,,S
992,1,0,11778,55.4417,C116,C
993,1,0,228414,26.0,,S
994,0,0,365235,7.75,,Q
995,0,0,347070,7.775,,S
996,1,1,2625,8.5167,,C
997,0,0,C 4001,22.525,,S
998,0,0,330920,7.8208,,Q
999,0,0,383162,7.75,,Q
1002,0,0,237734,15.0458,,C
1003,0,0,330968,7.7792,,Q
1004,0,0,PC 17531,31.6792,A29,C
1007,1,0,2680,14.4542,,C
1008,0,0,2681,6.4375,,C
1009,1,1,PP 9549,16.7,G6,S
1010,0,0,13050,75.2417,C6,C
1013,1,0,367227,7.75,,Q
1014,1,0,13236,57.75,C28,C
1015,0,0,392095,7.25,,S
1016,0,0,368783,7.75,,Q
1017,0,1,371362,16.1,,S
1018,0,0,350045,7.7958,,S
1019,2,0,367226,23.25,,Q
1020,0,0,211535,13.0,,S
1021,0,0,342441,8.05,,S
1022,0,0,STON/OQ. 369943,8.05,,S
1025,1,0,2621,6.4375,,C
1029,0,0,248659,13.0,,S
1030,0,0,SOTON/OQ 392083,8.05,,S
1031,1,6,CA 2144,46.9,,S
1033,0,0,113781,151.55,,S
1034,1,3,PC 17608,262.375,B57 B59 B63 B66,C
1035,0,0,244358,26.0,,S
1038,0,0,17463,51.8625,E46,S
1039,0,0,SC/A4 23568,8.05,,S
1040,0,0,113791,26.55,,S
1041,1,1,250651,26.0,,S
1042,0,1,11767,83.1583,C54,C
1043,0,0,349255,7.8958,,C
1044,0,0,3701,,,S
1045,0,2,350405,12.1833,,S
1046,4,2,347077,31.3875,,S
1047,0,0,S.O./P.P. 752,7.55,,S
1049,0,0,347469,7.8542,,S
1051,0,2,SOTON/O.Q. 3101315,13.775,,S
1052,0,0,335432,7.7333,,Q
1053,1,1,2650,15.2458,,C
1054,0,0,220844,13.5,,S
1056,0,0,237393,13.0,,S
1057,1,1,315153,22.025,,S
1058,0,0,PC 17591,50.4958,B10,C
1059,2,2,W./C. 6608,34.375,,S
1060,0,0,17770,27.7208,,C
1061,0,0,7548,8.9625,,S
1062,0,0,S.O./P.P. 251,7.55,,S
1063,0,0,2670,7.225,,C
1064,1,0,347072,13.9,,S
1066,1,5,347077,31.3875,,S
1067,0,2,29750,39.0,,S
1069,1,0,11778,55.4417,C116,C
1071,0,2,PC 17756,83.1583,E45,C
1073,1,1,PC 17756,83.1583,E52,C
1074,1,0,113773,53.1,D30,S
1075,0,0,7935,7.75,,Q
1076,1,1,PC 17558,247.5208,B58 B60,C
1077,0,0,239059,16.0,,S
1078,0,1,S.O./P.P. 2,21.0,,S
1080,8,2,CA. 2343,69.55,,S
1081,0,0,28221,13.0,,S
1082,1,0,226875,26.0,,S
1086,0,2,28220,32.5,,S
1088,0,2,16966,134.5,E34,C
1089,0,0,347066,7.775,,S
1090,0,0,C.A. 31030,10.5,,S
1091,0,0,65305,8.1125,,S
1093,0,2,347080,14.4,,S
1094,1,0,PC 17757,227.525,C62 C64,C
1095,1,1,26360,26.0,,S
1096,0,0,C.A. 34050,10.5,,S
1097,0,0,F.C. 12998,25.7417,,C
1099,0,0,28034,10.5,,S
1100,0,0,PC 17613,27.7208,A11,C
1101,0,0,349250,7.8958,,S
1102,0,0,C 4001,22.525,,S
1104,0,0,S.O.C. 14879,73.5,,S
1105,1,0,24065,26.0,,S
1106,4,2,347091,7.775,,S
1107,0,0,113038,42.5,B11,S
1109,1,1,36928,164.8667,,S
1110,1,1,113503,211.5,C80,C
1111,0,0,32302,8.05,,S
1115,0,0,350053,7.7958,,S
1116,0,0,PC 17606,27.4458,,C
1117,0,2,2661,15.2458,,C
1118,0,0,350054,7.7958,,S
1120,0,0,C.A. 6212,15.1,,S
1122,0,0,220845,65.0,,S
1123,0,0,113795,26.55,,S
1126,1,0,PC 17599,71.2833,C85,C
1127,0,0,350416,7.8542,,S
1128,1,0,110813,75.25,D37,C
1130,1,1,250650,13.0,,S
1131,1,0,PC 17761,106.425,C86,C
1132,0,0,112377,27.7208,,C
1133,0,2,237789,30.0,,S
1134,1,1,16966,134.5,E34,C
1135,0,0,3470,7.8875,,S
1136,1,2,W./C. 6607,23.45,,S
1137,1,0,17464,51.8625,D21,S
1138,0,0,F.C.C. 13534,21.0,,S
1140,1,0,26707,26.0,,S
1141,1,0,2660,14.4542,,C
1142,1,2,C.A. 34651,27.75,,S
1143,0,0,SOTON/O2 3101284,7.925,,S
1144,1,0,13508,136.7792,C89,C
1145,0,0,7266,9.325,,S
1146,0,0,345775,9.5,,S
1147,0,0,C.A. 42795,7.55,,S
1149,0,0,363611,8.05,,S
1150,0,0,28404,13.0,,S
1151,0,0,345501,7.775,,S
1156,0,0,C.A. 34644,12.7375,,C
1157,0,0,349235,7.8958,,S
1158,0,0,112051,0.0,,S
1159,0,0,C.A. 49867,7.55,,S
1160,0,0,A. 2. 39186,8.05,,S
1163,0,0,368573,7.75,,Q
1164,1,0,13508,136.7792,C89,C
1165,1,0,370371,15.5,,Q
1166,0,0,2676,7.225,,C
1167,1,0,236853,26.0,,S
1168,0,0,SC 14888,10.5,,S
1169,1,0,2926,26.0,,S
1170,1,0,CA 31352,21.0,,S
1171,0,0,W./C. 14260,10.5,,S
1172,0,0,315085,8.6625,,S
1173,1,1,SOTON/O.Q. 3101315,13.775,,S
1174,0,0,364859,7.75,,Q
1176,1,1,370129,20.2125,,S
1177,0,0,A/5 21175,7.25,,S
1178,0,0,SOTON/O.Q. 3101314,7.25,,S
1179,1,0,21228,82.2667,B45,S
1180,0,0,2655,7.2292,F E46,C
1181,0,0,A/5 1478,8.05,,S
1182,0,0,PC 17607,39.6,,S
1184,0,0,2652,7.2292,,C
1185,1,1,33638,81.8583,A34,S
1186,0,0,345771,9.5,,S
1187,0,0,349202,7.8958,,S
1188,1,2,SC/Paris 2123,41.5792,,C
1189,2,0,2662,21.6792,,C
1190,0,0,113801,45.5,,S
1191,0,0,347467,7.8542,,S
1193,0,0,237735,15.0458,D,C
1194,0,1,S.O./P.P. 2,21.0,,S
1196,0,0,383123,7.75,,Q
1197,1,1,112901,26.55,B26,S
1198,1,2,113781,151.55,C22 C26,S
1199,0,1,392091,9.35,,S
1200,1,1,12749,93.5,B69,S
1201,1,0,350026,14.1083,,S
1202,0,0,315091,8.6625,,S
1203,0,0,2658,7.225,,C
1206,0,0,PC 17760,135.6333,C32,C
1207,0,0,AQ/3. 30631,7.7333,,Q
1208,1,0,PC 17569,146.5208,B78,C
1209,0,0,28004,10.5,,S
1211,2,0,C.A. 31029,31.5,,S
1213,0,0,2654,7.2292,F E57,C
1215,0,0,113790,26.55,,S
1216,0,0,24160,211.3375,,S
1217,0,0,SOTON/O.Q. 3101309,7.05,,S
1218,2,1,230136,39.0,F4,S
1219,0,0,PC 17585,79.2,,C
1220,1,0,2003,26.0,,S
1221,0,0,236854,13.0,,S
1222,0,2,C.A. 33112,36.75,,S
1223,0,0,PC 17580,29.7,A18,C
1224,0,0,2684,7.225,,C
1225,1,1,2653,15.7417,,C
1226,0,0,349229,7.8958,,S
1227,0,0,110469,26.0,C106,S
1228,0,0,244360,13.0,,S
1229,0,2,2675,7.2292,,C
1230,0,0,C.A. 31029,31.5,,S
1231,0,0,2622,7.2292,,C
1232,0,0,C.A. 15185,10.5,,S
1235,0,1,PC 17755,512.3292,B51 B53 B55,C
1236,1,1,A/5. 851,14.5,,S
1237,0,0,348125,7.65,,S
1238,0,0,237670,13.0,,S
1239,0,0,2688,7.2292,,C
1241,0,0,F.C.C. 13528,21.0,,S
1242,0,1,PC 17759,63.3583,D10 D12,C
1243,0,0,F.C.C. 13540,10.5,,S
1246,1,2,C.A. 2315,20.575,,S
1247,0,0,113044,26.0,E60,S
1249,0,0,1222,7.8792,,S
1250,0,0,368402,7.75,,Q
1253,1,1,S.C./PARIS 2079,37.0042,,C
1254,0,0,CA 31352,21.0,,S
1257,1,9,CA. 2343,69.55,,S
1258,1,0,2689,14.4583,,C
1259,0,0,3101295,39.6875,,S
1260,0,1,112378,59.4,,C
1262,1,0,28133,11.5,,S
1263,0,0,16966,134.5,E39 E41,C
1264,0,0,112058,0.0,B52 B54 B56,S
1265,0,0,248746,13.0,,S
1267,0,0,PC 17608,262.375,,C
1268,2,0,315152,8.6625,,S
1269,0,0,29107,11.5,,S
1270,0,0,680,50.0,C39,S
1271,4,2,347077,31.3875,,S
1272,0,0,366713,7.75,,Q
1273,0,0,330910,7.8792,,Q
1275,1,0,376566,16.1,,S
1276,0,0,SC/PARIS 2159,12.875,,S
1277,1,2,220845,65.0,,S
1278,0,0,349911,7.775,,S
1279,0,0,244346,13.0,,S
1280,0,0,364858,7.75,,Q
1281,3,1,349909,21.075,,S
1283,0,1,PC 17592,39.4,D28,S
1284,0,2,C.A. 2673,20.25,,S
1285,0,0,C.A. 30769,10.5,,S
1287,1,0,13695,60.0,C31,S
1288,0,0,371109,7.25,,Q
1289,1,1,13567,79.2,B41,C
1290,0,0,347065,7.775,,S
1292,0,0,36928,164.8667,C7,S
1294,0,1,112378,59.4,,C
1296,1,0,17765,27.7208,D40,C
1298,1,0,28666,10.5,,S
1299,1,1,113503,211.5,C80,C
1302,0,0,365237,7.75,,Q
1304,0,0,347086,7.775,,S
1305,0,0,A.5. 3236,8.05,,S
1306,0,0,PC 17758,108.9,C105,C
1307,0,0,SOTON/O.Q. 3101262,7.25,,S
1308,0,0,359309,8.05,,S
1309,1,1,2668,22.3583,,C
